	Dmawii-to-Dcoriacea	Cinsculpta-to-Dcoriacea	Cmccordi-to-Dcoriacea	Pexpansa-to-Dcoriacea	Amarmorata-to-Dcoriacea	Mtuberculata-to-Dcoriacea	Rswinhoei-to-Dcoriacea	Esubglobosa-to-Dcoriacea
gene-GIPR	I	I	PI	I	I	I	I	I
gene-LOC119860514	I	L	I	PI	I	PI	I	I
gene-SETD1B	I	I	I	I	I	I	UL	I
gene-GFRA3	I	I	I	I	I	I	I	I
gene-KRIT1	I	I	I	I	I	I	I	I
gene-LOC119858292	I	I	I	I	I	I	I	I
gene-BNIP3	I	I	I	I	I	I	I	I
gene-LOC119844975	I	I	PI	I	I	I	I	I
gene-CRHR2	I	I	PI	I	I	I	I	I
gene-TSHZ3	I	I	I	I	I	I	UL	I
gene-GOT1L1	I	I	I	PI	PI	I	UL	I
gene-WLS	UL	I	I	UL	I	UL	L	UL
gene-GCM2	I	I	I	PI	I	I	I	I
gene-LOC119842637	I	I	I	UL	I	I	I	I
gene-LOC119853818	L	L	L	L	L	UL	L	L
gene-TMPRSS5	I	I	I	I	UL	PI	UL	I
gene-HPD	I	I	I	I	I	I	I	I
gene-SVOPL	I	I	I	I	I	I	I	I
gene-KCNE1	I	I	I	I	I	I	I	I
gene-LRRN4	I	I	I	I	I	I	I	I
gene-AQP4	I	I	I	I	I	I	I	I
gene-TPGS2	I	I	I	I	I	I	UL	I
gene-LOC119848458	I	I	I	I	I	I	I	I
gene-ANKRD34A	I	I	I	I	UL	I	I	I
gene-EFCAB2	I	I	I	I	I	I	I	I
gene-MLNR	I	I	I	I	I	I	I	I
gene-AP4B1	I	I	I	I	I	I	I	I
gene-ADO	UL	UL	UL	I	UL	UL	I	I
gene-SH3BGRL	UL	UL	UL	PI	UL	I	UL	UL
gene-MRPL19	I	I	I	I	I	I	I	I
gene-LOC119843244	I	I	I	I	I	I	I	I
gene-LOC119856742	PM	M	PM	UL	PM	L	I	I
gene-HR	I	UL	I	I	I	UL	UL	UL
gene-KAT6A	I	I	I	I	I	I	UL	UL
gene-LOC119859612	I	I	I	I	I	I	I	I
gene-LOC119846529	I	I	I	I	I	I	I	PI
gene-SRMS	I	PI	I	I	I	I	I	I
gene-TSG101	I	I	I	I	I	I	I	I
gene-AGXT2	I	I	I	I	I	I	UL	I
gene-LOC119842329	I	M	UL	I	I	I	I	I
gene-WDR82	PI	I	I	I	I	I	I	I
gene-C4H4orf45	I	PI	I	I	I	UL	I	UL
gene-ERBB2	I	I	I	I	I	I	UL	I
gene-HS6ST1	I	I	I	I	I	I	I	I
gene-AFF3	I	I	I	I	I	I	I	I
gene-NAA38	PM	M	M	I	UL	UL	L	UL
gene-LOC119845208	PI	L	PI	I	PI	PI	UL	I
gene-ABRAXAS2	I	I	I	I	I	I	I	I
gene-LOC119847922	I	I	I	I	I	I	UL	I
gene-TERB1	I	I	I	I	I	I	I	I
gene-MTHFD2	PI	I	I	I	I	I	I	I
gene-NME9	I	I	I	I	I	I	I	I
gene-SLC7A7	UL	M	L	I	PM	I	I	I
gene-RPL12	I	I	I	I	I	I	I	I
gene-OMD	I	I	I	I	I	I	I	I
gene-FOXJ1	I	I	I	I	I	I	I	I
gene-TEX47	I	I	PI	I	PI	I	I	I
gene-FGF2	I	I	I	I	I	I	I	I
gene-CASC3	I	I	I	I	I	PI	I	UL
gene-TMEM252	I	I	I	I	I	I	I	I
gene-LOC119842096	I	I	I	I	I	I	I	I
gene-LOC119842581	PI	M	UL	L	PI	UL	L	PI
gene-DTL	I	I	I	I	I	I	I	I
gene-RRH	I	I	I	I	I	I	I	I
gene-CUL4A	I	I	I	I	I	I	I	I
gene-SLC26A3	I	I	I	I	I	I	I	I
gene-SOAT2	UL	I	I	I	I	I	I	I
gene-LY6G6C	I	I	I	I	I	I	UL	I
gene-LOC119860270	L	L	L	L	L	L	L	L
gene-TRARG1	I	I	PI	I	I	M	I	I
gene-EYA3	UL	UL	I	UL	PI	I	UL	UL
gene-LOC119846910	L	M	UL	L	PI	L	L	L
gene-LOC119842220	L	M	L	I	I	L	I	L
gene-LOC119858839	I	I	I	M	I	M	I	M
gene-LOC119845182	I	I	I	I	I	I	I	I
gene-PBX4	I	I	I	I	I	I	I	I
gene-CAPG	I	PI	I	I	I	I	I	I
gene-LOC119842710	I	L	I	M	I	M	L	M
gene-MRPS18A	UL	UL	UL	UL	UL	UL	I	UL
gene-LCP2	I	I	I	I	I	I	UL	I
gene-LOC119845380	I	I	I	I	I	I	UL	I
gene-CIAO1	I	PI	I	UL	I	UL	UL	UL
gene-RAD51AP1	I	I	I	I	I	I	I	I
gene-LOC119856488	I	I	I	I	I	I	I	I
gene-CHRNE	PG	L	PI	I	PI	I	I	PI
gene-TXNDC15	UL	UL	UL	UL	UL	UL	UL	UL
gene-SPPL2B	I	I	PI	I	I	I	I	I
gene-CD2BP2	PI	PI	PM	PI	PM	UL	I	PI
gene-LOC122457354	UL	M	I	I	PI	I	UL	I
gene-SREK1IP1	I	I	I	I	I	I	I	I
gene-JPH4	PI	I	I	I	I	I	UL	I
gene-GEMIN5	I	I	I	I	I	I	UL	I
gene-PRAM1	I	I	I	I	I	PI	I	I
gene-SLC5A6	PI	L	L	I	PI	I	UL	I
gene-CRISPLD1	I	I	I	I	I	I	I	I
gene-LOC122459790	I	I	I	I	I	I	I	I
gene-CST7	I	I	I	I	I	I	I	I
gene-LOC122458330	UL	UL	I	PI	UL	UL	UL	UL
gene-NAV3	UL	UL	UL	UL	UL	UL	UL	UL
gene-FER1L5	I	UL	UL	UL	UL	UL	UL	I
gene-KLHL34	I	I	I	I	I	I	I	I
gene-LOC119844235	M	L	I	I	I	UL	L	I
gene-LOC119863007	I	I	I	I	I	I	I	I
gene-VIL1	I	PI	PI	I	I	I	I	I
gene-LEFTY1	I	I	PI	I	I	I	UL	I
gene-GGCX	L	I	I	I	I	I	I	I
gene-CALHM6	I	I	I	I	I	I	I	I
gene-CAMK4	I	I	I	PI	PI	I	I	I
gene-AHSG	I	I	I	I	I	I	I	I
gene-KRTCAP3	I	I	PI	I	M	I	I	I
gene-YAF2	I	I	I	I	M	I	I	I
gene-CORO1B	I	I	I	I	PI	I	UL	I
gene-MSX1	I	I	I	I	I	I	L	I
gene-SFN	I	I	I	I	I	I	I	I
gene-LOC119849190	L	M	L	L	L	L	L	L
gene-MMRN2	I	I	I	I	I	I	I	I
gene-UTP18	I	I	I	I	I	I	I	I
gene-LOC119861399	I	UL	I	I	I	UL	UL	I
gene-TESPA1	I	PI	PI	I	PI	I	I	I
gene-UPP1	I	I	I	I	I	I	I	I
gene-LOC119848622	UL	I	UL	I	I	I	I	I
gene-CDC42EP2	I	I	I	I	I	I	I	I
gene-RRP8	UL	UL	UL	L	UL	UL	UL	UL
gene-NDUFAF4	I	I	I	I	I	I	I	I
gene-ANKLE2	I	I	I	I	I	I	I	I
gene-LOC119842338	I	I	I	I	I	M	I	I
gene-HOXC13	I	I	I	I	I	I	I	I
gene-LOC119852277	I	I	I	I	PI	I	I	I
gene-PCBP3	I	I	I	I	I	I	I	I
gene-YPEL2	I	I	I	I	I	I	I	I
gene-TCEA2	I	I	I	I	I	I	I	I
gene-KISS1	I	I	I	I	I	L	I	UL
gene-EFNA4	I	PI	I	I	PI	PI	I	PI
gene-NEDD4L	UL	UL	UL	UL	UL	UL	UL	UL
gene-QTRT1	PI	I	PI	I	PI	I	I	I
gene-LOC119845280	I	L	I	L	I	I	L	I
gene-FAM237A	I	I	I	I	I	I	I	I
gene-LOC122457355	L	L	UL	L	UL	L	UL	L
gene-STX6	I	I	I	I	I	I	I	I
gene-AASS	UL	UL	UL	UL	I	UL	UL	UL
gene-ABCB7	I	UL	I	I	I	I	I	I
gene-GMPR2	PI	UL	PM	L	L	I	UL	I
gene-TH	I	I	I	I	I	I	I	I
gene-CHRFAM7A	PI	I	I	I	I	I	I	PI
gene-DHRS7C	I	I	I	I	I	I	I	I
gene-STIM2	I	I	I	I	I	I	I	I
gene-LOC119841308	M	M	M	M	M	M	M	M
gene-LOC119846944	L	L	UL	L	L	L	L	L
gene-ADGRD2	I	I	I	I	I	I	I	I
gene-CBLC	PM	I	I	I	PI	I	UL	I
gene-MTMR7	I	I	I	I	I	I	I	I
gene-APBB3	I	PI	I	I	I	I	I	I
gene-FKBP1B	I	I	I	I	I	I	UL	I
gene-FEZF2	I	I	I	I	I	I	I	I
gene-UBL5	PI	I	I	I	I	I	I	I
gene-BMP5	I	I	I	I	I	I	I	I
gene-HCFC2	I	I	I	I	I	I	I	I
gene-MMP19	I	L	I	I	I	I	L	I
gene-LOC122456325	L	M	L	L	UL	L	L	M
gene-LOC119861079	I	L	I	M	I	M	I	I
gene-LOC119852952	UL	L	UL	L	I	UL	UL	UL
gene-SLC30A1	I	I	I	I	I	I	I	I
gene-LOC119849260	PI	PG	I	UL	I	UL	L	UL
gene-CAPNS2	I	I	I	I	I	I	I	I
gene-HABP2	I	I	I	I	I	I	UL	I
gene-LOC119860978	L	L	L	L	UL	L	L	L
gene-LOC122457350	I	L	I	I	I	I	I	I
gene-C14H17orf67	UL	I	UL	UL	UL	UL	UL	UL
gene-HAL	I	I	I	UL	I	I	UL	I
gene-LOC119858437	L	L	L	L	L	L	L	L
gene-C2CD4D	I	L	I	I	I	I	I	I
gene-SYAP1	I	I	I	I	I	I	I	I
gene-GTF3C6	I	I	I	I	I	I	I	I
gene-FAM187A	I	I	I	I	I	I	I	I
gene-HOXB9	I	I	I	I	I	I	I	I
gene-TRPA1	I	PI	I	I	I	I	I	I
gene-GCLC	I	I	I	I	I	I	I	I
gene-LOC122456609	L	M	UL	L	I	L	L	L
gene-LIN7B	M	I	PM	UL	L	I	I	L
gene-MAP2K1	I	I	I	I	I	I	I	I
gene-COL11A2	PI	UL	L	I	PI	UL	UL	UL
gene-GRK2	I	I	I	I	UL	I	I	I
gene-SOSTDC1	I	I	I	I	I	I	I	I
gene-CDH6	I	I	I	I	I	I	I	I
gene-HSPD1	I	I	I	I	I	I	I	I
gene-LOC119847165	PM	I	M	I	PM	I	L	M
gene-BRINP2	I	I	I	I	I	I	UL	I
gene-KCTD2	I	I	I	I	I	I	I	I
gene-PRR19	I	I	PM	I	PI	I	I	I
gene-LOC119863332	I	L	I	PG	I	L	I	L
gene-ADAMTS15	I	I	PI	I	I	I	UL	I
gene-ANTXRL	I	PI	I	I	I	I	I	I
gene-LOC119852956	UL	UL	UL	UL	UL	UL	UL	UL
gene-LIPI	I	I	PI	I	I	I	I	I
gene-ALKAL2	I	I	I	I	I	I	I	I
gene-ALDH1L2	UL	UL	UL	UL	UL	UL	I	I
gene-LOC119858043	I	I	M	I	I	I	UL	I
gene-LRRC10B	I	I	I	I	I	I	I	I
gene-LOC119847082	UL	I	UL	UL	PI	I	UL	I
gene-SIRT5	I	I	I	I	I	I	I	I
gene-ECI1	UL	PI	UL	PI	UL	UL	I	UL
gene-EPS8L3	I	I	I	I	I	I	I	I
gene-LOC119841662	L	I	UL	L	I	L	I	I
gene-GPANK1	I	I	I	I	UL	I	UL	I
gene-LOC119846183	PI	I	I	I	I	I	I	I
gene-CTU1	UL	I	I	I	PG	I	I	I
gene-RPS7	I	I	I	I	I	I	I	I
gene-LOC119850102	I	I	I	I	I	I	I	I
gene-LMLN	I	I	I	I	I	I	UL	I
gene-PLXNA4	I	I	I	I	I	I	I	I
gene-LOC119841618	I	L	PI	PI	PI	PI	L	PI
gene-LPL	I	I	I	I	I	I	I	I
gene-ATG14	I	PI	PI	I	I	I	I	I
gene-SSNA1	I	PI	PI	I	I	I	UL	I
gene-CRABP1	I	I	PI	I	PI	I	I	I
gene-KLHL38	I	I	I	I	I	I	I	I
gene-LOC122457345	L	L	L	L	L	L	L	L
gene-TLDC2	UL	PI	I	UL	I	UL	UL	UL
gene-HOXA4	I	I	I	I	I	I	I	I
gene-BOD1	I	I	I	PI	I	I	I	I
gene-LOC119842135	UL	I	UL	I	UL	I	UL	I
gene-LOC122458233	I	L	UL	PM	UL	L	UL	UL
gene-ITGA4	I	I	I	I	I	PI	I	I
gene-LOC119854522	I	UL	UL	UL	UL	UL	I	UL
gene-CAST	UL	I	UL	I	UL	I	I	I
gene-TAFA5	I	I	I	I	I	I	I	I
gene-LOC119844237	I	UL	I	I	PI	I	UL	I
gene-OLIG2	I	I	I	I	I	I	I	I
gene-KCNG4	I	I	I	I	I	I	I	I
gene-KRT80	I	I	I	I	I	I	I	I
gene-CHORDC1	I	I	I	I	I	I	I	I
gene-HECW1	I	I	I	I	I	I	I	I
gene-LOC119847643	I	L	I	L	L	L	L	M
gene-LOC119848078	UL	PI	I	I	UL	I	I	I
gene-LOC119857530	L	L	UL	L	UL	L	L	L
gene-SERTAD1	I	I	I	I	I	I	UL	I
gene-PFDN4	I	I	I	I	I	I	I	I
gene-LOC119857155	I	I	I	I	I	I	UL	I
gene-SKP1	I	UL	I	I	I	I	I	I
gene-TMEM207	I	I	I	I	I	UL	UL	UL
gene-LOC119841075	I	PI	I	UL	I	I	I	I
gene-LOC119849059	L	PI	PI	I	PI	I	L	I
gene-MYOZ1	I	I	PI	I	I	I	I	I
gene-DPP8	UL	I	UL	UL	UL	UL	UL	UL
gene-LOC119854259	L	L	I	I	I	I	UL	UL
gene-LOC119849185	UL	UL	UL	UL	UL	PI	L	UL
gene-METRN	I	I	I	I	I	I	I	I
gene-LOC122457483	UL	UL	UL	UL	UL	UL	UL	UL
gene-GPR52	I	I	I	I	I	I	I	I
gene-LOC119856732	PG	M	PG	PI	UL	UL	L	L
gene-LOC119851843	PI	I	PI	I	I	I	I	I
gene-ANXA4	I	I	I	I	I	I	I	I
gene-ADGRL4	I	I	I	I	I	I	I	I
gene-NCBP2	I	I	I	I	PI	I	I	I
gene-LOC119849009	I	I	I	I	I	I	I	I
gene-UFC1	UL	UL	I	I	UL	UL	I	UL
gene-TPRG1L	I	I	I	I	I	I	I	I
gene-FGF14	I	I	I	I	PI	I	I	I
gene-HTR3B	UL	I	I	I	I	I	I	I
gene-MRPL48	I	I	PI	I	I	I	I	I
gene-USP50	I	I	I	I	I	I	I	I
gene-IL7	I	I	I	I	I	I	I	I
gene-LEKR1	I	I	I	I	I	I	I	I
gene-LOC119847116	UL	UL	UL	UL	L	UL	UL	UL
gene-LOC119859897	I	UL	I	I	L	I	PI	L
gene-UBLCP1	I	I	I	I	I	I	I	I
gene-ACP2	UL	UL	UL	UL	UL	UL	UL	UL
gene-LOC119854992	I	I	I	I	I	I	I	I
gene-LOC119841694	I	M	I	I	L	UL	I	I
gene-OTOP2	I	I	I	I	I	I	I	I
gene-TMEM229B	I	UL	I	UL	I	UL	I	UL
gene-SCARF1	I	I	I	I	I	I	I	I
gene-TMEM135	I	I	I	I	PI	I	I	I
gene-LOC119847605	L	UL	UL	UL	PI	UL	L	UL
gene-CA5A	I	I	I	I	I	I	I	I
gene-SCD	I	I	I	I	I	I	I	I
gene-WNT3	I	I	I	I	I	I	I	I
gene-FZD10	I	I	I	I	I	I	I	I
gene-RING1	PG	L	I	I	I	UL	I	UL
gene-RBBP8NL	I	I	I	I	I	I	I	I
gene-LOC122457916	UL	L	L	L	L	UL	L	L
gene-ATP5F1B	I	I	I	I	I	I	I	PI
gene-LOC119842825	I	M	I	I	I	PG	I	I
gene-LOC119862163	L	L	L	L	L	L	L	L
gene-LOC119859026	I	I	I	UL	I	UL	PI	UL
gene-WDR77	I	I	I	I	I	I	I	I
gene-LOC119860913	L	L	L	L	L	L	L	L
gene-LGR6	PI	I	I	I	I	I	I	I
gene-PSMD5	UL	UL	UL	UL	UL	UL	UL	UL
gene-TRMT112	I	I	I	I	I	I	I	I
gene-SPI1	I	I	I	I	I	I	I	I
gene-LOC119847917	I	I	I	PG	I	L	UL	M
gene-KCNK10	I	I	I	I	I	I	I	I
gene-FAM181B	I	I	I	M	I	M	UL	I
gene-BMT2	I	I	UL	I	I	I	UL	I
gene-LOC119845327	I	I	I	I	I	I	I	I
gene-LOC122458194	I	L	I	L	UL	I	I	I
gene-ZNF592	I	I	I	I	PI	I	I	I
gene-OIP5	UL	UL	UL	UL	UL	UL	L	UL
gene-LOC119844067	I	I	I	I	I	I	I	I
gene-NPC2	I	I	I	I	I	UL	I	I
gene-PIGR	UL	UL	UL	UL	PI	UL	I	UL
gene-SLC6A20	I	I	I	I	I	I	I	I
gene-LOC119848522	I	I	I	I	I	I	I	I
gene-LOC119860246	I	L	M	L	L	I	L	I
gene-CYTL1	I	I	I	I	I	L	I	I
gene-LOC119846019	L	L	L	L	L	L	L	L
gene-LOC119854556	I	I	I	I	I	I	I	I
gene-EFNB1	I	I	I	I	I	I	I	I
gene-LOC119844516	I	I	I	UL	I	I	I	I
gene-PRPSAP2	I	I	I	I	I	I	I	I
gene-DMRTA2	I	I	I	PI	I	I	I	I
gene-LOC119841270	I	I	I	I	M	I	I	I
gene-LOC122457431	M	M	PM	M	PM	M	UL	M
gene-SLN	I	I	I	I	I	I	I	I
gene-HMGN2	I	I	I	I	I	I	I	I
gene-EIF1B	I	I	I	I	I	I	I	I
gene-ZBTB3	I	I	I	I	I	I	I	I
gene-LOC122457438	PI	L	I	UL	I	UL	UL	L
gene-CTNNA1	I	I	I	I	PI	I	I	I
gene-ICMT	I	I	I	I	I	PI	I	I
gene-DOC2A	PG	M	PM	I	PM	UL	UL	I
gene-LOC119859037	M	M	M	L	M	L	L	L
gene-LOC119852614	L	L	L	L	PM	L	I	UL
gene-LOC119856491	UL	UL	UL	UL	UL	UL	UL	UL
gene-PLXNB3	PG	PG	L	UL	L	UL	UL	UL
gene-RSPH1	I	M	I	I	I	I	L	I
gene-EHD3	I	I	I	I	I	I	I	I
gene-LOC119853005	I	I	I	UL	I	I	I	I
gene-TM9SF4	I	I	I	I	I	I	I	I
gene-LOC119848257	I	I	PI	I	I	I	I	I
gene-MRPL49	I	I	I	I	I	I	I	I
gene-LOC119844043	I	I	I	I	PI	I	I	I
gene-LOC119856560	UL	UL	UL	PI	PI	UL	UL	UL
gene-SARM1	I	I	I	I	I	I	I	I
gene-PURG	M	I	I	I	I	I	I	I
gene-PSMD2	I	PI	UL	I	PI	PI	I	PI
gene-DNTT	I	I	I	I	I	I	I	I
gene-LOC119861703	I	I	I	I	I	I	I	I
gene-LOC122459379	UL	L	M	L	M	L	L	L
gene-RIOK1	I	I	I	I	I	I	I	I
gene-SDR39U1	I	UL	I	I	PI	I	I	I
gene-CSPG5	I	I	I	I	I	I	I	UL
gene-PLK3	I	I	I	I	I	I	I	I
gene-LOC119846196	L	L	L	L	L	L	L	L
gene-AJM1	I	I	I	I	I	I	I	I
gene-LOC119848427	L	L	L	L	L	L	L	UL
gene-SCNM1	PI	UL	UL	UL	UL	UL	UL	UL
gene-LOC119861543	I	I	I	I	I	I	I	I
gene-VPS13C	UL	UL	UL	I	UL	UL	I	I
gene-JAK3	I	I	I	I	I	I	I	I
gene-LOC119842891	M	L	PI	I	PI	PI	I	I
gene-C15H12orf76	M	I	UL	M	PI	M	I	UL
gene-TSPEAR	I	I	I	I	PI	I	I	I
gene-LOC122456604	UL	M	UL	L	UL	M	L	L
gene-LOC119851296	M	M	M	I	M	I	I	I
gene-DPP4	I	I	I	UL	I	I	UL	I
gene-UEVLD	I	PI	I	I	I	I	UL	I
gene-LOC119859219	I	I	I	I	UL	I	I	I
gene-LOC119842398	I	PG	I	I	M	I	L	L
gene-LOC119850714	UL	L	UL	L	UL	UL	L	UL
gene-MORC1	I	UL	I	I	I	I	I	I
gene-LOC119843145	I	I	I	I	I	I	I	I
gene-INHA	M	I	UL	I	PI	I	L	UL
gene-EEF2KMT	I	I	I	I	I	I	I	I
gene-PTF1A	I	I	I	I	I	I	I	I
gene-LOC119841811	I	L	M	L	I	L	I	M
gene-LOC119843288	L	L	UL	L	L	L	UL	I
gene-KDM5A	I	I	I	I	I	I	I	I
gene-ARHGAP31	I	I	I	I	I	I	UL	I
gene-LIG3	I	I	I	I	I	PI	I	I
gene-APPBP2	I	I	I	I	PI	I	I	I
gene-GMPS	I	I	I	I	I	I	I	I
gene-CAMK2N2	I	I	M	I	M	I	I	I
gene-LOC122457146	I	I	UL	I	I	PM	I	PI
gene-LOC119848503	I	I	I	I	I	I	I	I
gene-LOC119860517	PI	I	I	I	PI	I	I	I
gene-MAGOH	I	I	I	I	I	I	UL	I
gene-YIPF6	I	I	I	I	I	UL	I	UL
gene-LOC119844319	I	I	I	I	I	I	UL	I
gene-PIN4	I	I	I	I	I	I	I	I
gene-TRDMT1	I	PI	I	I	I	I	UL	I
gene-AK2	I	I	I	I	I	I	I	I
gene-RAB25	I	I	I	I	I	I	I	I
gene-C7H10orf88	I	I	I	I	I	I	I	I
gene-LOC119863064	I	I	I	I	I	I	I	I
gene-CAVIN1	I	I	I	I	I	I	I	I
gene-MKRN1	I	I	PI	I	I	I	I	I
gene-LOC119860772	I	UL	I	UL	I	UL	I	I
gene-LOC119858457	I	UL	I	UL	I	UL	UL	UL
gene-TMEM249	I	I	I	I	I	I	I	I
gene-LOC119842522	L	L	L	L	L	L	L	L
gene-MED4	I	I	I	UL	I	I	I	I
gene-SFRP4	I	I	I	PI	I	I	I	I
gene-GABRB1	I	I	PI	I	I	I	I	I
gene-KLF16	I	I	I	M	I	I	I	I
gene-EXOC5	I	I	I	I	I	I	I	I
gene-LOC119850627	UL	PI	PI	PI	UL	PI	UL	PI
gene-LOC119849122	I	M	I	I	M	M	I	I
gene-SMU1	I	I	I	I	I	I	UL	I
gene-ZRSR2	I	I	I	I	I	I	I	I
gene-ENPP7	I	I	I	I	I	I	I	I
gene-SS18L1	PI	I	I	I	I	I	I	I
gene-LOC119841902	I	I	I	I	I	I	I	I
gene-ACY3	M	I	PI	I	I	I	I	I
gene-TMEM80	I	I	I	I	I	I	I	I
gene-FGB	I	I	I	I	I	I	I	I
gene-LRIT1	I	I	I	I	I	I	I	I
gene-LOC119853459	L	L	L	L	L	L	L	L
gene-STX19	I	I	I	I	I	I	I	I
gene-LOC119848487	UL	L	L	L	UL	L	L	L
gene-LOC119842303	L	PG	PG	PI	PI	PI	UL	UL
gene-DHRS13	I	I	I	I	I	I	I	I
gene-APH1A	PI	I	I	I	I	I	I	I
gene-BARX2	I	I	I	I	I	I	I	I
gene-LOC119842686	M	M	PI	I	I	I	I	I
gene-PCDH20	UL	UL	I	UL	I	UL	I	UL
gene-LOC119845046	I	I	PI	I	PI	UL	UL	I
gene-LOC122460704	UL	UL	UL	I	UL	I	UL	UL
gene-FRAT2	I	I	I	I	I	I	I	I
gene-LOC119842037	I	L	I	I	I	I	I	I
gene-CBLN2	I	I	I	I	I	I	I	I
gene-BBS10	I	I	I	I	I	I	I	I
gene-ZNHIT6	I	I	PI	I	PI	I	I	I
gene-EXOSC3	UL	UL	UL	UL	UL	I	UL	UL
gene-F10	I	I	I	I	I	I	I	I
gene-PRDM8	I	I	I	M	I	I	UL	I
gene-FGF6	I	I	I	I	I	I	UL	UL
gene-LAMA1	I	PI	PI	I	I	I	I	I
gene-LOC119841139	I	UL	I	I	I	I	I	I
gene-PRKAG3	PI	PI	UL	I	M	I	I	I
gene-LOC119853576	L	I	I	PI	I	PI	UL	L
gene-LOC119858399	L	L	L	L	L	L	L	L
gene-ZDHHC18	PI	PI	PI	PI	PI	PI	I	PI
gene-LOC119846760	I	I	I	I	I	I	I	I
gene-LOC119861390	I	I	I	I	M	I	L	I
gene-SH3BGRL2	I	I	I	I	I	I	I	I
gene-OTOP1	I	I	I	PI	I	I	I	I
gene-LOC119843522	UL	I	UL	I	UL	I	I	I
gene-GIGYF1	PI	M	PG	I	PI	I	UL	I
gene-LOC122457740	M	M	I	I	L	I	UL	L
gene-LZIC	I	I	I	I	I	I	I	I
gene-TNFSF18	I	I	I	I	I	I	UL	I
gene-HAUS1	I	I	I	I	I	I	UL	I
gene-NEUROG1	I	I	I	I	I	I	I	I
gene-TUFT1	I	I	I	I	I	I	I	I
gene-MED10	I	I	I	I	I	I	I	I
gene-RAB38	I	I	PI	I	I	I	I	I
gene-LOC122457425	M	M	PM	L	PM	M	L	L
gene-RBM15	I	I	I	I	I	I	I	I
gene-RPLP2	I	I	I	I	PI	I	I	I
gene-MRC2	I	I	I	I	I	I	I	I
gene-NPTX2	I	I	I	I	I	I	I	I
gene-MPEG1	UL	I	I	I	I	I	I	I
gene-FAM163A	I	I	I	I	I	I	I	I
gene-LOC119843443	L	L	L	M	L	M	L	M
gene-OPRD1	I	I	I	I	I	I	UL	I
gene-BEST1	I	I	I	I	I	I	UL	I
gene-FABP6	I	I	I	I	I	I	I	I
gene-MSL2	I	I	I	I	I	I	I	I
gene-FBL	I	I	I	I	I	I	I	I
gene-RBMS3	UL	I	UL	UL	UL	I	UL	I
gene-VPS53	I	I	I	PI	I	I	I	I
gene-LOC119858351	I	I	I	I	I	I	I	I
gene-CALM1	I	I	I	I	I	I	I	I
gene-FAM216B	I	I	I	I	I	I	I	I
gene-LOC122460798	L	L	UL	L	L	L	L	L
gene-TMEM163	I	I	I	I	I	I	I	I
gene-GRXCR1	I	I	I	I	I	I	I	I
gene-GTF2A1L	I	I	I	I	I	I	I	I
gene-PRDX4	I	I	I	I	I	I	I	I
gene-LOC119851069	I	I	I	M	I	I	I	I
gene-C8A	I	I	I	I	PI	I	I	I
gene-LOC119859053	I	I	I	I	I	I	UL	I
gene-LOC119846257	UL	PM	UL	I	I	UL	L	UL
gene-PHOX2B	I	I	I	I	I	I	I	I
gene-LOC119848407	PI	UL	PM	I	I	I	UL	I
gene-MTG1	I	PI	PI	I	I	I	I	I
gene-NANS	I	I	I	I	PI	I	I	I
gene-ALDH16A1	I	I	I	I	I	I	UL	I
gene-ATP5MF	I	I	I	I	I	I	I	I
gene-LOC119851632	I	I	I	I	I	I	I	I
gene-SNX9	I	I	I	I	I	I	I	I
gene-KDM6B	PM	L	PM	M	UL	M	I	UL
gene-LOC119843125	I	I	I	I	I	UL	I	UL
gene-PSAT1	I	I	I	I	I	I	I	I
gene-SLC35E1	I	I	I	I	I	I	I	I
gene-GSC	UL	UL	UL	UL	UL	UL	UL	UL
gene-TEX33	I	I	I	UL	I	I	I	I
gene-RSPO4	I	I	I	I	I	I	I	I
gene-LOC119847000	I	I	I	I	PI	I	I	PI
gene-MMUT	I	I	I	I	I	I	I	I
gene-RASGRF1	UL	UL	UL	UL	UL	UL	UL	UL
gene-EIF1	I	I	M	I	I	I	I	I
gene-LOC122457439	I	I	UL	I	I	I	L	L
gene-ADRA1D	I	I	I	I	I	UL	I	I
gene-LOC119853326	L	L	M	L	L	L	L	L
gene-CCT4	I	I	I	I	I	I	I	I
gene-MAP1LC3C	I	I	I	I	I	I	I	I
gene-LOC119844166	PI	I	I	I	UL	I	I	PI
gene-MAGI1	UL	UL	UL	UL	UL	UL	UL	UL
gene-LOC119850675	L	L	L	L	L	L	L	L
gene-MCM5	I	I	I	I	I	I	I	I
gene-BANF1	I	I	I	I	I	I	I	I
gene-IL13RA1	I	I	I	I	I	I	I	I
gene-DNAJC11	I	I	I	I	I	PI	UL	I
gene-LOC119851133	UL	I	I	I	I	I	I	I
gene-LOC119855615	I	I	I	I	I	I	I	I
gene-SNTN	I	I	I	I	I	I	I	I
gene-LOC122455501	M	L	L	I	I	L	I	I
gene-DDX51	I	I	I	I	I	I	I	I
gene-WNT9A	I	I	I	I	I	I	I	I
gene-LOC119854896	L	L	L	L	M	L	L	L
gene-ZBTB10	I	I	UL	I	PI	I	I	I
gene-DGKE	I	I	I	I	I	I	UL	I
gene-SDR42E2	I	I	I	L	I	I	I	I
gene-PTRHD1	UL	UL	UL	UL	UL	UL	UL	I
gene-EFHB	I	UL	PI	PI	I	UL	UL	I
gene-LOC119843653	L	L	L	L	L	L	UL	L
gene-LOC119847415	I	I	I	I	I	I	I	I
